pk_local,uf,nome_estado,municipio,regiao
1,AC,Acre,XAPURI,Norte
2,AC,Acre,MANOEL URBANO,Norte
3,AC,Acre,PORTO ACRE,Norte
4,AC,Acre,BRASILEIA,Norte
5,AC,Acre,RODRIGUES ALVES,Norte
6,AC,Acre,FEIJO,Norte
7,AC,Acre,MARECHAL THAUMATURGO,Norte
8,AC,Acre,JORDAO,Norte
9,AC,Acre,RIO BRANCO,Norte
10,AC,Acre,ASSIS BRASIL,Norte
11,AC,Acre,CRUZEIRO DO SUL,Norte
12,AC,Acre,SANTA ROSA DO PURUS,Norte
13,AC,Acre,ACRELANDIA,Norte
14,AC,Acre,SENA MADUREIRA,Norte
15,AC,Acre,PLACIDO DE CASTRO,Norte
16,AC,Acre,MANCIO LIMA,Norte
17,AC,Acre,TARAUACA,Norte
18,AC,Acre,CAPIXABA,Norte
19,AC,Acre,BUJARI,Norte
20,AC,Acre,SENADOR GUIOMARD,Norte
21,AC,Acre,EPITACIOLANDIA,Norte
22,AC,Acre,PORTO WALTER,Norte
23,AL,Alagoas,MACEIO,Nordeste
24,AL,Alagoas,PIACABUCU,Nordeste
25,AL,Alagoas,PORTO DE PEDRAS,Nordeste
26,AL,Alagoas,PASSO DE CAMARAGIBE,Nordeste
27,AL,Alagoas,PILAR,Nordeste
28,AL,Alagoas,RIO LARGO,Nordeste
29,AL,Alagoas,BELO MONTE,Nordeste
30,AL,Alagoas,OLHO D'AGUA DO CASADO,Nordeste
31,AL,Alagoas,SATUBA,Nordeste
32,AL,Alagoas,SAO MIGUEL DOS MILAGRES,Nordeste
33,AL,Alagoas,JAPARATINGA,Nordeste
34,AL,Alagoas,MARIBONDO,Nordeste
35,AL,Alagoas,PIRANHAS,Nordeste
36,AL,Alagoas,TRAIPU,Nordeste
37,AL,Alagoas,MARECHAL DEODORO,Nordeste
38,AL,Alagoas,SAO BRAS,Nordeste
39,AL,Alagoas,MAJOR ISIDORO,Nordeste
40,AL,Alagoas,MARAGOGI,Nordeste
41,AL,Alagoas,JARAMATAIA,Nordeste
42,AL,Alagoas,UNIAO DOS PALMARES,Nordeste
43,AL,Alagoas,BATALHA,Nordeste
44,AL,Alagoas,CORURIPE,Nordeste
45,AL,Alagoas,BARRA DE SANTO ANTONIO,Nordeste
46,AL,Alagoas,ARAPIRACA,Nordeste
47,AL,Alagoas,DELMIRO GOUVEIA,Nordeste
48,AL,Alagoas,JOAQUIM GOMES,Nordeste
49,AL,Alagoas,MAR VERMELHO,Nordeste
50,AL,Alagoas,BARRA DE SAO MIGUEL,Nordeste
51,AL,Alagoas,SAO MIGUEL DOS CAMPOS,Nordeste
52,AL,Alagoas,CRAIBAS,Nordeste
53,AL,Alagoas,MATA GRANDE,Nordeste
54,AL,Alagoas,IGACI,Nordeste
55,AL,Alagoas,MURICI,Nordeste
56,AL,Alagoas,FLEXEIRAS,Nordeste
57,AL,Alagoas,BOCA DA MATA,Nordeste
58,AL,Alagoas,COLONIA LEOPOLDINA,Nordeste
59,AL,Alagoas,MINADOR DO NEGRAO,Nordeste
60,AL,Alagoas,VICOSA,Nordeste
61,AL,Alagoas,PORTO CALVO,Nordeste
62,AL,Alagoas,GIRAU DO PONCIANO,Nordeste
63,AL,Alagoas,SANTANA DO IPANEMA,Nordeste
64,AL,Alagoas,JEQUIA DA PRAIA,Nordeste
65,AL,Alagoas,LAGOA DA CANOA,Nordeste
66,AL,Alagoas,PALMEIRA DOS INDIOS,Nordeste
67,AL,Alagoas,CACIMBINHAS,Nordeste
68,AL,Alagoas,PARIPUEIRA,Nordeste
69,AL,Alagoas,OLHO D'AGUA DAS FLORES,Nordeste
70,AL,Alagoas,AGUA BRANCA,Nordeste
71,AL,Alagoas,PALESTINA,Nordeste
72,AL,Alagoas,MATRIZ DE CAMARAGIBE,Nordeste
73,AL,Alagoas,PAO DE ACUCAR,Nordeste
74,AL,Alagoas,POCO DAS TRINCHEIRAS,Nordeste
75,AL,Alagoas,SAO SEBASTIAO,Nordeste
76,AL,Alagoas,SENADOR RUI PALMEIRA,Nordeste
77,AL,Alagoas,SAO LUIS DO QUITUNDE,Nordeste
78,AL,Alagoas,PORTO REAL DO COLEGIO,Nordeste
79,AL,Alagoas,SAO JOSE DA LAJE,Nordeste
80,AL,Alagoas,SAO JOSE DA TAPERA,Nordeste
81,AL,Alagoas,CAJUEIRO,Nordeste
82,AL,Alagoas,LIMOEIRO DE ANADIA,Nordeste
83,AL,Alagoas,PENEDO,Nordeste
84,AL,Alagoas,FELIZ DESERTO,Nordeste
85,AL,Alagoas,IGREJA NOVA,Nordeste
86,AL,Alagoas,TAQUARANA,Nordeste
87,AL,Alagoas,ATALAIA,Nordeste
88,AL,Alagoas,QUEBRANGULO,Nordeste
89,AL,Alagoas,PAULO JACINTO,Nordeste
90,AL,Alagoas,BRANQUINHA,Nordeste
91,AL,Alagoas,ANADIA,Nordeste
92,AL,Alagoas,CAMPO GRANDE,Nordeste
93,AL,Alagoas,INHAPI,Nordeste
94,AL,Alagoas,SANTA LUZIA DO NORTE,Nordeste
95,AL,Alagoas,TEOTONIO VILELA,Nordeste
96,AL,Alagoas,MESSIAS,Nordeste
97,AL,Alagoas,FEIRA GRANDE,Nordeste
98,AL,Alagoas,IBATEGUARA,Nordeste
99,AL,Alagoas,JACUIPE,Nordeste
100,AL,Alagoas,CAMPO ALEGRE,Nordeste
101,AL,Alagoas,ESTRELA DE ALAGOAS,Nordeste
102,AL,Alagoas,OURO BRANCO,Nordeste
103,AL,Alagoas,MARAVILHA,Nordeste
104,AL,Alagoas,ROTEIRO,Nordeste
105,AL,Alagoas,CANAPI,Nordeste
106,AL,Alagoas,SANTANA DO MUNDAU,Nordeste
107,AL,Alagoas,JUNQUEIRO,Nordeste
108,AL,Alagoas,JACARE DOS HOMENS,Nordeste
109,AL,Alagoas,CHA PRETA,Nordeste
110,AL,Alagoas,TANQUE D'ARCA,Nordeste
111,AL,Alagoas,CAPELA,Nordeste
112,AL,Alagoas,OLIVENCA,Nordeste
113,AL,Alagoas,NOVO LINO,Nordeste
114,AL,Alagoas,COITE DO NOIA,Nordeste
115,AL,Alagoas,CAMPESTRE,Nordeste
116,AL,Alagoas,JUNDIA,Nordeste
117,AL,Alagoas,CARNEIROS,Nordeste
118,AL,Alagoas,DOIS RIACHOS,Nordeste
119,AL,Alagoas,MONTEIROPOLIS,Nordeste
120,AL,Alagoas,BELEM,Nordeste
121,AL,Alagoas,COQUEIRO SECO,Nordeste
122,AL,Alagoas,OLHO D'AGUA GRANDE,Nordeste
123,AL,Alagoas,PARICONHA,Nordeste
124,AM,Amazonas,LABREA,Norte
125,AM,Amazonas,BARCELOS,Norte
126,AM,Amazonas,PAUINI,Norte
127,AM,Amazonas,ENVIRA,Norte
128,AM,Amazonas,MANAUS,Norte
129,AM,Amazonas,BOCA DO ACRE,Norte
130,AM,Amazonas,NOVO ARIPUANA,Norte
131,AM,Amazonas,HUMAITA,Norte
132,AM,Amazonas,APUI,Norte
133,AM,Amazonas,MANICORE,Norte
134,AM,Amazonas,COARI,Norte
135,AM,Amazonas,CANUTAMA,Norte
136,AM,Amazonas,JAPURA,Norte
137,AM,Amazonas,TAPAUA,Norte
138,AM,Amazonas,MANAQUIRI,Norte
139,AM,Amazonas,MAUES,Norte
140,AM,Amazonas,FONTE BOA,Norte
141,AM,Amazonas,ITACOATIARA,Norte
142,AM,Amazonas,BERURI,Norte
143,AM,Amazonas,NOVO AIRAO,Norte
144,AM,Amazonas,NOVA OLINDA DO NORTE,Norte
145,AM,Amazonas,AUTAZES,Norte
146,AM,Amazonas,TABATINGA,Norte
147,AM,Amazonas,PRESIDENTE FIGUEIREDO,Norte
148,AM,Amazonas,TEFE,Norte
149,AM,Amazonas,NHAMUNDA,Norte
150,AM,Amazonas,ATALAIA DO NORTE,Norte
151,AM,Amazonas,ALVARAES,Norte
152,AM,Amazonas,MARAA,Norte
153,AM,Amazonas,SAO SEBASTIAO DO UATUMA,Norte
154,AM,Amazonas,CODAJAS,Norte
155,AM,Amazonas,MANACAPURU,Norte
156,AM,Amazonas,CAREIRO,Norte
157,AM,Amazonas,BORBA,Norte
158,AM,Amazonas,EIRUNEPE,Norte
159,AM,Amazonas,ITAMARATI,Norte
160,AM,Amazonas,IPIXUNA,Norte
161,AM,Amazonas,URUCURITUBA,Norte
162,AM,Amazonas,SILVES,Norte
163,AM,Amazonas,ITAPIRANGA,Norte
164,AM,Amazonas,ANAMA,Norte
165,AM,Amazonas,PARINTINS,Norte
166,AM,Amazonas,RIO PRETO DA EVA,Norte
167,AM,Amazonas,IRANDUBA,Norte
168,AM,Amazonas,SAO GABRIEL DA CACHOEIRA,Norte
169,AM,Amazonas,SANTA ISABEL DO RIO NEGRO,Norte
170,AM,Amazonas,URUCARA,Norte
171,AM,Amazonas,BOA VISTA DO RAMOS,Norte
172,AM,Amazonas,CAREIRO DA VARZEA,Norte
173,AM,Amazonas,BARREIRINHA,Norte
174,AM,Amazonas,CARAUARI,Norte
175,AM,Amazonas,UARINI,Norte
176,AM,Amazonas,BENJAMIN CONSTANT,Norte
177,AM,Amazonas,JUTAI,Norte
178,AM,Amazonas,SAO PAULO DE OLIVENCA,Norte
179,AM,Amazonas,JURUA,Norte
180,AM,Amazonas,TONANTINS,Norte
181,AM,Amazonas,ANORI,Norte
182,AM,Amazonas,GUAJARA,Norte
183,AM,Amazonas,AMATURA,Norte
184,AM,Amazonas,SANTO ANTONIO DO ICA,Norte
185,AM,Amazonas,CAAPIRANGA,Norte
186,AP,Amapá,CALCOENE,Norte
187,AP,Amapá,MACAPA,Norte
188,AP,Amapá,MAZAGAO,Norte
189,AP,Amapá,OIAPOQUE,Norte
190,AP,Amapá,SANTANA,Norte
191,AP,Amapá,VITORIA DO JARI,Norte
192,AP,Amapá,LARANJAL DO JARI,Norte
193,AP,Amapá,SERRA DO NAVIO,Norte
194,AP,Amapá,AMAPA,Norte
195,AP,Amapá,ITAUBAL,Norte
196,AP,Amapá,PRACUUBA,Norte
197,AP,Amapá,PORTO GRANDE,Norte
198,AP,Amapá,TARTARUGALZINHO,Norte
199,AP,Amapá,FERREIRA GOMES,Norte
200,AP,Amapá,CUTIAS,Norte
201,AP,Amapá,PEDRA BRANCA DO AMAPARI,Norte
202,BA,Bahia,BARREIRAS,Nordeste
203,BA,Bahia,PRADO,Nordeste
204,BA,Bahia,PALMEIRAS,Nordeste
205,BA,Bahia,CANDIDO SALES,Nordeste
206,BA,Bahia,SALVADOR,Nordeste
207,BA,Bahia,ITAPICURU,Nordeste
208,BA,Bahia,PALMAS DE MONTE ALTO,Nordeste
209,BA,Bahia,ALAGOINHAS,Nordeste
210,BA,Bahia,COCOS,Nordeste
211,BA,Bahia,ALCOBACA,Nordeste
212,BA,Bahia,BELMONTE,Nordeste
213,BA,Bahia,SENTO SE,Nordeste
214,BA,Bahia,PORTO SEGURO,Nordeste
215,BA,Bahia,CARAVELAS,Nordeste
216,BA,Bahia,LENCOIS,Nordeste
217,BA,Bahia,PRESIDENTE TANCREDO NEVES,Nordeste
218,BA,Bahia,AMELIA RODRIGUES,Nordeste
219,BA,Bahia,MARAU,Nordeste
220,BA,Bahia,JABORANDI,Nordeste
221,BA,Bahia,CAMPO FORMOSO,Nordeste
222,BA,Bahia,ITAGUACU DA BAHIA,Nordeste
223,BA,Bahia,JEREMOABO,Nordeste
224,BA,Bahia,BREJOLANDIA,Nordeste
225,BA,Bahia,LICINIO DE ALMEIDA,Nordeste
226,BA,Bahia,JAGUAQUARA,Nordeste
227,BA,Bahia,JUAZEIRO,Nordeste
228,BA,Bahia,FORMOSA DO RIO PRETO,Nordeste
229,BA,Bahia,SAO FELIX DO CORIBE,Nordeste
230,BA,Bahia,SANTA LUZIA,Nordeste
231,BA,Bahia,BOA NOVA,Nordeste
232,BA,Bahia,XIQUE-XIQUE,Nordeste
233,BA,Bahia,EUNAPOLIS,Nordeste
234,BA,Bahia,URANDI,Nordeste
235,BA,Bahia,SANTA RITA DE CASSIA,Nordeste
236,BA,Bahia,FEIRA DE SANTANA,Nordeste
237,BA,Bahia,ENCRUZILHADA,Nordeste
238,BA,Bahia,VALENCA,Nordeste
239,BA,Bahia,SATIRO DIAS,Nordeste
240,BA,Bahia,NOVA VICOSA,Nordeste
241,BA,Bahia,ITABERABA,Nordeste
242,BA,Bahia,MUCUGE,Nordeste
243,BA,Bahia,ANDARAI,Nordeste
244,BA,Bahia,CAMACAN,Nordeste
245,BA,Bahia,ARATACA,Nordeste
246,BA,Bahia,BUERAREMA,Nordeste
247,BA,Bahia,ITABUNA,Nordeste
248,BA,Bahia,CANAVIEIRAS,Nordeste
249,BA,Bahia,UBAITABA,Nordeste
250,BA,Bahia,IBIRAPITANGA,Nordeste
251,BA,Bahia,JEQUIE,Nordeste
252,BA,Bahia,VITORIA DA CONQUISTA,Nordeste
253,BA,Bahia,LAJEDINHO,Nordeste
254,BA,Bahia,LAURO DE FREITAS,Nordeste
255,BA,Bahia,SIMOES FILHO,Nordeste
256,BA,Bahia,MATA DE SAO JOAO,Nordeste
257,BA,Bahia,GUANAMBI,Nordeste
258,BA,Bahia,CAETITE,Nordeste
259,BA,Bahia,RIACHO DE SANTANA,Nordeste
260,BA,Bahia,IBOTIRAMA,Nordeste
261,BA,Bahia,MORPARA,Nordeste
262,BA,Bahia,BOM JESUS DA LAPA,Nordeste
263,BA,Bahia,SANTANA,Nordeste
264,BA,Bahia,CARINHANHA,Nordeste
265,BA,Bahia,MAETINGA,Nordeste
266,BA,Bahia,CAMACARI,Nordeste
267,BA,Bahia,BARRA DO ROCHA,Nordeste
268,BA,Bahia,CAMAMU,Nordeste
269,BA,Bahia,PIRAI DO NORTE,Nordeste
270,BA,Bahia,IPIAU,Nordeste
271,BA,Bahia,NAZARE,Nordeste
272,BA,Bahia,JAGUARIPE,Nordeste
273,BA,Bahia,ITAPARICA,Nordeste
274,BA,Bahia,VERA CRUZ,Nordeste
275,BA,Bahia,NILO PECANHA,Nordeste
276,BA,Bahia,TEOLANDIA,Nordeste
277,BA,Bahia,ARATUIPE,Nordeste
278,BA,Bahia,GANDU,Nordeste
279,BA,Bahia,SAUBARA,Nordeste
280,BA,Bahia,TAPEROA,Nordeste
281,BA,Bahia,ILHEUS,Nordeste
282,BA,Bahia,SANTO AMARO,Nordeste
283,BA,Bahia,WENCESLAU GUIMARAES,Nordeste
284,BA,Bahia,ESPLANADA,Nordeste
285,BA,Bahia,ITUBERA,Nordeste
286,BA,Bahia,CAMPO ALEGRE DE LOURDES,Nordeste
287,BA,Bahia,REMANSO,Nordeste
288,BA,Bahia,CASA NOVA,Nordeste
289,BA,Bahia,PILAO ARCADO,Nordeste
290,BA,Bahia,PAULO AFONSO,Nordeste
291,BA,Bahia,JACOBINA,Nordeste
292,BA,Bahia,CURACA,Nordeste
293,BA,Bahia,SENHOR DO BONFIM,Nordeste
294,BA,Bahia,EUCLIDES DA CUNHA,Nordeste
295,BA,Bahia,CONCEICAO DO COITE,Nordeste
296,BA,Bahia,UAUA,Nordeste
297,BA,Bahia,CICERO DANTAS,Nordeste
298,BA,Bahia,IRECE,Nordeste
299,BA,Bahia,TUCANO,Nordeste
300,BA,Bahia,SAUDE,Nordeste
301,BA,Bahia,SOBRADINHO,Nordeste
302,BA,Bahia,CANSANCAO,Nordeste
303,BA,Bahia,BANZAE,Nordeste
304,BA,Bahia,CORRENTINA,Nordeste
305,BA,Bahia,MACAUBAS,Nordeste
306,BA,Bahia,BRUMADO,Nordeste
307,BA,Bahia,CACULE,Nordeste
308,BA,Bahia,MALHADA,Nordeste
309,BA,Bahia,IUIU,Nordeste
310,BA,Bahia,SANTA MARIA DA VITORIA,Nordeste
311,BA,Bahia,ARACATU,Nordeste
312,BA,Bahia,RIO DO ANTONIO,Nordeste
313,BA,Bahia,JACARACI,Nordeste
314,BA,Bahia,CAPIM GROSSO,Nordeste
315,BA,Bahia,CONDEUBA,Nordeste
316,BA,Bahia,UNA,Nordeste
317,BA,Bahia,IBITITA,Nordeste
318,BA,Bahia,IBITIARA,Nordeste
319,BA,Bahia,TEIXEIRA DE FREITAS,Nordeste
320,BA,Bahia,AMARGOSA,Nordeste
321,BA,Bahia,MILAGRES,Nordeste
322,BA,Bahia,ITAMARAJU,Nordeste
323,BA,Bahia,ITAJUIPE,Nordeste
324,BA,Bahia,ITAGIBA,Nordeste
325,BA,Bahia,UBATA,Nordeste
326,BA,Bahia,ITAMARI,Nordeste
327,BA,Bahia,ITABELA,Nordeste
328,BA,Bahia,MASCOTE,Nordeste
329,BA,Bahia,IBICARAI,Nordeste
330,BA,Bahia,IGUAI,Nordeste
331,BA,Bahia,SANTA CRUZ CABRALIA,Nordeste
332,BA,Bahia,PARATINGA,Nordeste
333,BA,Bahia,RIO REAL,Nordeste
334,BA,Bahia,IBIRATAIA,Nordeste
335,BA,Bahia,ITACARE,Nordeste
336,BA,Bahia,COARACI,Nordeste
337,BA,Bahia,FLORESTA AZUL,Nordeste
338,BA,Bahia,PAU BRASIL,Nordeste
339,BA,Bahia,JUSSARI,Nordeste
340,BA,Bahia,URUCUCA,Nordeste
341,BA,Bahia,AIQUARA,Nordeste
342,BA,Bahia,ALMADINA,Nordeste
343,BA,Bahia,VARZEDO,Nordeste
344,BA,Bahia,POTIRAGUA,Nordeste
345,BA,Bahia,MEDEIROS NETO,Nordeste
346,BA,Bahia,PIRIPA,Nordeste
347,BA,Bahia,ITAPEBI,Nordeste
348,BA,Bahia,DIAS D'AVILA,Nordeste
349,BA,Bahia,RIO DE CONTAS,Nordeste
350,BA,Bahia,UBAIRA,Nordeste
351,BA,Bahia,SAO MIGUEL DAS MATAS,Nordeste
352,BA,Bahia,SANTO ANTONIO DE JESUS,Nordeste
353,BA,Bahia,CRUZ DAS ALMAS,Nordeste
354,BA,Bahia,ITAPETINGA,Nordeste
355,BA,Bahia,CONCEICAO DO ALMEIDA,Nordeste
356,BA,Bahia,MUNIZ FERREIRA,Nordeste
357,BA,Bahia,MUTUIPE,Nordeste
358,BA,Bahia,SAO FELIPE,Nordeste
359,BA,Bahia,MORRO DO CHAPEU,Nordeste
360,BA,Bahia,LAJE,Nordeste
361,BA,Bahia,IACU,Nordeste
362,BA,Bahia,CASTRO ALVES,Nordeste
363,BA,Bahia,GOVERNADOR MANGABEIRA,Nordeste
364,BA,Bahia,SERRA PRETA,Nordeste
365,BA,Bahia,SALINAS DA MARGARIDA,Nordeste
366,BA,Bahia,NOVA IBIA,Nordeste
367,BA,Bahia,MARAGOGIPE,Nordeste
368,BA,Bahia,CAIRU,Nordeste
369,BA,Bahia,DOM MACEDO COSTA,Nordeste
370,BA,Bahia,SAPEACU,Nordeste
371,BA,Bahia,MURITIBA,Nordeste
372,BA,Bahia,SAO FELIX,Nordeste
373,BA,Bahia,MARACAS,Nordeste
374,BA,Bahia,ELISIO MEDRADO,Nordeste
375,BA,Bahia,WAGNER,Nordeste
376,BA,Bahia,BOTUPORA,Nordeste
377,BA,Bahia,SANTA TERESINHA,Nordeste
378,BA,Bahia,CARDEAL DA SILVA,Nordeste
379,BA,Bahia,CONCEICAO DA FEIRA,Nordeste
380,BA,Bahia,POJUCA,Nordeste
381,BA,Bahia,ITATIM,Nordeste
382,BA,Bahia,SANTA INES,Nordeste
383,BA,Bahia,RAFAEL JAMBEIRO,Nordeste
384,BA,Bahia,CABACEIRAS DO PARAGUACU,Nordeste
385,BA,Bahia,GUARATINGA,Nordeste
386,BA,Bahia,JUCURUCU,Nordeste
387,BA,Bahia,MUCURI,Nordeste
388,BA,Bahia,PEDRO ALEXANDRE,Nordeste
389,BA,Bahia,NOVA CANAA,Nordeste
390,BA,Bahia,BELO CAMPO,Nordeste
391,BA,Bahia,IBICUI,Nordeste
392,BA,Bahia,MACAJUBA,Nordeste
393,BA,Bahia,IGAPORA,Nordeste
394,BA,Bahia,SERRA DO RAMALHO,Nordeste
395,BA,Bahia,ITAQUARA,Nordeste
396,BA,Bahia,BAIANOPOLIS,Nordeste
397,BA,Bahia,PINDAI,Nordeste
398,BA,Bahia,CRISOPOLIS,Nordeste
399,BA,Bahia,CACHOEIRA,Nordeste
400,BA,Bahia,CONCEICAO DO JACUIPE,Nordeste
401,BA,Bahia,ITAGI,Nordeste
402,BA,Bahia,JITAUNA,Nordeste
403,BA,Bahia,CRAVOLANDIA,Nordeste
404,BA,Bahia,IPIRA,Nordeste
405,BA,Bahia,JIQUIRICA,Nordeste
406,BA,Bahia,ITAGIMIRIM,Nordeste
407,BA,Bahia,IBIRAPUA,Nordeste
408,BA,Bahia,TANHACU,Nordeste
409,BA,Bahia,CONTENDAS DO SINCORA,Nordeste
410,BA,Bahia,ITANHEM,Nordeste
411,BA,Bahia,ITIUBA,Nordeste
412,BA,Bahia,FILADELFIA,Nordeste
413,BA,Bahia,RUY BARBOSA,Nordeste
414,BA,Bahia,CALDEIRAO GRANDE,Nordeste
415,BA,Bahia,VARZEA DO POCO,Nordeste
416,BA,Bahia,JAGUARARI,Nordeste
417,BA,Bahia,DARIO MEIRA,Nordeste
418,BA,Bahia,BARRA DA ESTIVA,Nordeste
419,BA,Bahia,BARRA,Nordeste
420,BA,Bahia,OLINDINA,Nordeste
421,BA,Bahia,COTEGIPE,Nordeste
422,BA,Bahia,NOVA SOURE,Nordeste
423,BA,Bahia,CANAPOLIS,Nordeste
424,BA,Bahia,RIBEIRA DO POMBAL,Nordeste
425,BA,Bahia,SITIO DO QUINTO,Nordeste
426,BA,Bahia,CORONEL JOAO SA,Nordeste
427,BA,Bahia,TANQUE NOVO,Nordeste
428,BA,Bahia,CANDEIAS,Nordeste
429,BA,Bahia,DOM BASILIO,Nordeste
430,BA,Bahia,RIO DO PIRES,Nordeste
431,BA,Bahia,PINDOBACU,Nordeste
432,BA,Bahia,INHAMBUPE,Nordeste
433,BA,Bahia,QUEIMADAS,Nordeste
434,BA,Bahia,GLORIA,Nordeste
435,BA,Bahia,LIVRAMENTO DE NOSSA SENHORA,Nordeste
436,BA,Bahia,IBIASSUCE,Nordeste
437,BA,Bahia,CRISTOPOLIS,Nordeste
438,BA,Bahia,SERRINHA,Nordeste
439,BA,Bahia,SAO DESIDERIO,Nordeste
440,BA,Bahia,RIACHAO DAS NEVES,Nordeste
441,BA,Bahia,ITAMBE,Nordeste
442,BA,Bahia,SAO FRANCISCO DO CONDE,Nordeste
443,BA,Bahia,PLANALTINO,Nordeste
444,BA,Bahia,ITAPE,Nordeste
445,BA,Bahia,MUQUEM DE SAO FRANCISCO,Nordeste
446,BA,Bahia,PARAMIRIM,Nordeste
447,BA,Bahia,ADUSTINA,Nordeste
448,BA,Bahia,JANDAIRA,Nordeste
449,BA,Bahia,IGRAPIUNA,Nordeste
450,BA,Bahia,MADRE DE DEUS,Nordeste
451,BA,Bahia,MAIRI,Nordeste
452,BA,Bahia,IBIPEBA,Nordeste
453,BA,Bahia,LAPAO,Nordeste
454,BA,Bahia,BARRO ALTO,Nordeste
455,BA,Bahia,UTINGA,Nordeste
456,BA,Bahia,TAPIRAMUTA,Nordeste
457,BA,Bahia,CONDE,Nordeste
458,BA,Bahia,ITORORO,Nordeste
459,BA,Bahia,CANUDOS,Nordeste
460,BA,Bahia,POCOES,Nordeste
461,BA,Bahia,GONGOGI,Nordeste
462,BA,Bahia,SEABRA,Nordeste
463,BA,Bahia,RIBEIRAO DO LARGO,Nordeste
464,BA,Bahia,ANTAS,Nordeste
465,BA,Bahia,ANAGE,Nordeste
466,BA,Bahia,CIPO,Nordeste
467,BA,Bahia,BARRA DO CHOCA,Nordeste
468,BA,Bahia,ITUACU,Nordeste
469,BA,Bahia,MANOEL VITORINO,Nordeste
470,BA,Bahia,CARAIBAS,Nordeste
471,BA,Bahia,MACARANI,Nordeste
472,BA,Bahia,PLANALTO,Nordeste
473,BA,Bahia,MACURURE,Nordeste
474,BA,Bahia,MALHADA DE PEDRAS,Nordeste
475,BA,Bahia,CENTRAL,Nordeste
476,BA,Bahia,VEREDA,Nordeste
477,BA,Bahia,LUIS EDUARDO MAGALHAES,Nordeste
478,BA,Bahia,WANDERLEY,Nordeste
479,BA,Bahia,IPUPIARA,Nordeste
480,BA,Bahia,BURITIRAMA,Nordeste
481,BA,Bahia,OLIVEIRA DOS BREJINHOS,Nordeste
482,BA,Bahia,CORIBE,Nordeste
483,BA,Bahia,SAO JOSE DA VITORIA,Nordeste
484,BA,Bahia,SITIO DO MATO,Nordeste
485,BA,Bahia,MATINA,Nordeste
486,BA,Bahia,LAGOA REAL,Nordeste
487,BA,Bahia,SEBASTIAO LARANJEIRAS,Nordeste
488,BA,Bahia,JUSSARA,Nordeste
489,BA,Bahia,QUIJINGUE,Nordeste
490,BA,Bahia,MONTE SANTO,Nordeste
491,BA,Bahia,SAO GABRIEL,Nordeste
492,BA,Bahia,BARRA DO MENDES,Nordeste
493,BA,Bahia,MIGUEL CALMON,Nordeste
494,BA,Bahia,SERROLANDIA,Nordeste
495,BA,Bahia,ARACI,Nordeste
496,BA,Bahia,MORTUGABA,Nordeste
497,BA,Bahia,CAEM,Nordeste
498,BA,Bahia,MUNDO NOVO,Nordeste
499,BA,Bahia,PARIPIRANGA,Nordeste
500,BA,Bahia,CHORROCHO,Nordeste
501,BA,Bahia,CORDEIROS,Nordeste
502,BA,Bahia,TREMEDAL,Nordeste
503,BA,Bahia,SANTA BRIGIDA,Nordeste
504,BA,Bahia,ITARANTIM,Nordeste
505,BA,Bahia,IRAMAIA,Nordeste
506,BA,Bahia,IBICOARA,Nordeste
507,BA,Bahia,TABOCAS DO BREJO VELHO,Nordeste
508,BA,Bahia,ITAJU DO COLONIA,Nordeste
509,BA,Bahia,ENTRE RIOS,Nordeste
510,BA,Bahia,CATU,Nordeste
511,BA,Bahia,MULUNGU DO MORRO,Nordeste
512,BA,Bahia,APUAREMA,Nordeste
513,BA,Bahia,NOVA REDENCAO,Nordeste
514,BA,Bahia,MAIQUINIQUE,Nordeste
515,BA,Bahia,MANSIDAO,Nordeste
516,BA,Bahia,SANTO ESTEVAO,Nordeste
517,BA,Bahia,BARRO PRETO,Nordeste
518,BA,Bahia,BONINAL,Nordeste
519,BA,Bahia,BOQUIRA,Nordeste
520,BA,Bahia,SANTA CRUZ DA VITORIA,Nordeste
521,BA,Bahia,MARCIONILIO SOUZA,Nordeste
522,BA,Bahia,RIACHAO DO JACUIPE,Nordeste
523,BA,Bahia,TERRA NOVA,Nordeste
524,BA,Bahia,JOAO DOURADO,Nordeste
525,BA,Bahia,PRESIDENTE JANIO QUADROS,Nordeste
526,BA,Bahia,ABAIRA,Nordeste
527,BA,Bahia,PIATA,Nordeste
528,BA,Bahia,FIRMINO ALVES,Nordeste
529,BA,Bahia,NOVO HORIZONTE,Nordeste
530,BA,Bahia,ITANAGRA,Nordeste
531,BA,Bahia,BREJOES,Nordeste
532,BA,Bahia,IPECAETA,Nordeste
533,BA,Bahia,SANTANOPOLIS,Nordeste
534,BA,Bahia,CANDEAL,Nordeste
535,BA,Bahia,SAO SEBASTIAO DO PASSE,Nordeste
536,BA,Bahia,ITAETE,Nordeste
537,BA,Bahia,BONITO,Nordeste
538,BA,Bahia,CANARANA,Nordeste
539,BA,Bahia,BROTAS DE MACAUBAS,Nordeste
540,BA,Bahia,UIBAI,Nordeste
541,BA,Bahia,PRESIDENTE DUTRA,Nordeste
542,BA,Bahia,BOA VISTA DO TUPIM,Nordeste
543,BA,Bahia,OUROLANDIA,Nordeste
544,BA,Bahia,ACAJUTIBA,Nordeste
545,BA,Bahia,PIRITIBA,Nordeste
546,BA,Bahia,IRARA,Nordeste
547,BA,Bahia,SANTA BARBARA,Nordeste
548,BA,Bahia,RODELAS,Nordeste
549,BA,Bahia,ABARE,Nordeste
550,BA,Bahia,LAMARAO,Nordeste
